affiliations_original
Hong Kong Polytechnic University, School of Accounting and Finance, Students, Hong Kong Polytechnic University, School of Accounting and Finance, Students, Hong Kong Polytechnic University - School of Accounting and Finance and Hong Kong Polytechnic University
University of International Business and Economics, University of International Business and Economics, School of International Trade and Economics, University of International Business and Economics and University of South Australia - UniSA Business School
, Bentley University - Department of Accountancy,  and
Goethe University Frankfurt, University of North Carolina (UNC) at Chapel Hill - Accounting Area, Booth School of Business, University of Chicago and
Shandong University, Shandong University, University of Colorado, Colorado Springs and Xi'an Jiaotong-Liverpool University (XJTLU), International Business School Suzhou
, University of Oxford, University of Oxford and Arizona Center for Algae Technology & Innovation, Arizona State University
Independent, Independent, Xi'an Jiaotong University (XJTU) and University of Hawaii at Manoa
University of Bahrain, Northumbria University, University of Salford and Professor of Accounting and Head of Accounting, Finance and Economics Department,  Bournemouth University, England
, Bentley University - Department of Accountancy, University of Auckland Business School and Oregon State University
University of Amsterdam, Amsterdam Business School, Plantage Muidergracht 12, 1018 TV, Netherlands, , affiliation not provided to SSRN and University of Patras
Massey University, Massey University, Massey Business School, Monash University, Auckland University of Technology and Massey University - Department of Economics and Finance
Washington University in St. Louis, , Brigham Young University and The Wharton School, University of Pennsylvania
University of Western Ontario - Department of Economics, Western University,  and Bank of Canada
, University of South Carolina - Moore School of Business,  and University of Texas at El Paso
University of St. Gallen - SEPS: Economics and Political Sciences, University of Edinburgh, McGill University and
University of Iowa - Henry B. Tippie College of Business, Arizona State University (ASU), W.P. Carey School of Business, School of Accountancy, Students, University of New Orleans - College of Business Administration and Indiana University - Kelley School of Business
University of Iowa - Henry B. Tippie College of Business, Arizona State University (ASU), W.P. Carey School of Business, School of Accountancy, Students, University of New Orleans - College of Business Administration and Indiana University - Kelley School of Business
Renmin University of China - School of Business, University of Toronto - Rotman School of Management,  and Renmin University of China - School of Business
CIBN Centre for Financial Studies, Michael Okpara University of Agriculture - Department of Accounting, Department of Accounting, College of Management Sciences, Michael Okpara University of Agriculture Umudike, Umuahia, Abia State, Nigeria and Nnamdi Azikiwe University - Department of Accountancy
Padjadjaran University, Dipati Ukur Steet, PO box 40132, Bandung, Indonesia STIE Muhammadiyah Jakarta, Universitas Padjajaran, Padjadjaran University - Department of Accounting and Universitas Padjajaran
Shanghai Lixin University of Commerce - School of Accounting and Finance, Dekui Jia, Shanghai Advanced Institute of Finance, Shanghai Jiaotong University and Shanghai Jiao Tong University (SJTU) - Shanghai Advanced Institute of Finance (SAIF)
, d/SEAS, Department of European Studies and International Integration and d/SEAS
City University of New York (CUNY) - Stan Ross Department of Accountancy, University of Pittsburgh - Joseph M. Katz Graduate School of Business, Rice University and
, The University of Hong Kong - School of Business, George Mason University and Arizona State University (ASU) - School of Accountancy
University of Brawijaya, Faculty of Economics and Business, Students , University of Brawijaya - Faculty of Economics and Business, University of Brawijaya and University of Brawijaya
University of Duisburg-Essen - University of Duisburg-Essen, Students, University of Duisburg-Essen, ZEW – Leibniz Centre for European Economic Research - Competition and Regulation Research Group and University of Duisburg-Essen
, Free University of Bozen-Bolzano,  and
School of Economics and Business, NMBU, University of Navarra, IESE Business School, Columbia University - Graduate School of Arts and Sciences - Department of Economics and Statistics Norway - Research Department
Universiti Tun Hussein Onn Malaysia (UTHM) - Faculty of Technology Management, Business and Entrepreneurship, Universiti Tun Hussein Onn Malaysia, Universiti Tun Hussein Onn Malaysia (UTHM) - Faculty of Technology Management, Business and Entrepreneurship and Universiti Tun Hussein Onn Malaysia (UTHM) - Faculty of Technology Management, Business and Entrepreneurship
Eli Lilly and Company, Eli Lilly and Company, Eli Lilly and Company and Eli Lilly and Company
Athens University of Economics and Business - Eltrun, The E-Business Research Center, Athens University of Economics and Business - Eltrun, The E-Business Research Center, Athens University of Economics and Business - Eltrun, The E-Business Research Center and Athens University of Economics and Business - Department of Management Science and Technology
University of Virginia - Department of Economics, University of Virginia - Frank Batten School of Leadership and Public Policy,  and University of Virginia
University of Cambridge, Faculty of Law, Program On Regulation, Therapeutics, And Law (PORTAL), Brigham and Women's Hospital and Harvard Medical School, Brigham and Women's Hospital/Harvard Medical School and Independent
Australian National University - Research School of Finance, Actuarial Studies & Statistics, Australian National University (ANU), Australian National University (ANU) and
, Capital Fund Management, Capital Fund Management International Inc. and Massachusetts Institute of Technology (MIT) - Sloan School of Management
Texas A&M University - Department of Finance, The University of Hong Kong, University of Southern California - Marshall School of Business and School of Economics and Management, Harbin Institute of Technology Shen Zhen
Wageningen University and Research (WUR), National University of Battambang - Faculty of Agriculture and Food Processing, affiliation not provided to SSRN and Wageningen University and Research (WUR)
, HEC Montreal - Department of Finance, Ecole Polytechnique Fédérale de Lausanne and BI Norwegian Business School
University of Southampton, Southampton Business School, Department of Banking and Finance, Montpellier Business School, Zayed University - College of Business and MBS School of Business
University of Oxford, University of Cambridge, Centre for Economic Policy Research (CEPR), University of California, Berkeley and Columbia University
University of Calgary - The School of Public Policy, University of Calgary - The School of Public Policy, University of Calgary - The School of Public Policy and University of Calgary - The School of Public Policy
Montpellier Business School, Istanbul Medeniyet University, University of Southampton, Southampton Business School, Department of Banking and Finance and MBS School of Business
Ono Academic College, University of Southampton, Southampton Business School, Department of Banking and Finance, Zayed University - College of Business and MBS School of Business
Fordham university, MBS School of Business, Griffith University, Griffith University and Monash University
University of Chicago - Law School, , Northwestern University - Pritzker School of Law and Harvard University - Harvard Kennedy School (HKS)
, Loyola University Chicago School of Law, Baylor University and University of Pittsburgh - Graduate School of Public and International Affairs
University of Pennsylvania - Business & Public Policy Department, , Wharton School, University of Pennsylvania and U.S. Department of the Treasury, Office of Tax Analysis (OTA)
University of Illinois at Urbana-Champaign, School of Labor & Employment Relations and College of Medicine, Rutgers University School of Management and Labor Relations, Rutgers University, New Brunswick and Cornell University
University of Utah - Department of Finance, Leeds School of Business, University of Colorado, Boulder, University of Utah - David Eccles School of Business and University of Utah - David Eccles School of Business
MBS School of Business, University of Southampton, Southampton Business School, Department of Banking and Finance, Ono Academic College and Zayed University - College of Business
Warsaw School of Economics, University of Finance and Management - Faculty of Management and Finance, University of Angers - Centre d'économie de l'Université de Paris Nord (CEPN) and Agence Française de Développement (AFD), Centre d'économie de l'Université de Paris Nord (CEPN)
European Central Bank (ECB), Bank for International Settlements (BIS),  and
École Polytechnique Fédérale de Lausanne (EPFL), University of Melbourne - Department of Economics, Brandeis University and
University of Toronto - Rotman School of Management, Department of Industrial Engineering and Operations Research & Data Science Institute, Columbia University, University of Pittsburgh - Katz Graduate School of Business and HKU Business School, The University of Hong Kong
Peterson Institute for International Economics, International Monetary Fund (IMF) - Middle East and Central Asia Department, Peterson Institute for International Economics and International Monetary Fund (IMF) - Asia and Pacific Department
Columbia University - Department of Political Science, Tufts University - The Fletcher School of Law and Diplomacy, University of California, Berkeley, College of Letters & Science, Charles and Louise Travers Department of Political Science and Columbia University
National University of Malaysia (UKM) - Center for Literacy and Sociocultural Transformation (CLaST), National University of Malaysia (UKM), National University of Malaysia (UKM) and National University of Malaysia (UKM) - Center for Literacy and Sociocultural Transformation (CLaST)
University of Kordofan - Department of Rural Extension and Training, University of Kordofan - Department of Extension, Training and Documentation, University of Gezira - Department of Agricultural Extension and Training and William Peace University - Faculty of Developmental Studies
Bureau of Fisheries and Aquatic Resources, Cotabato Foundation College of Science and Technology, Cotabato City State Polytechnic College and Cotabato City State Polytechnic College
Ohio State University (OSU), John Glenn College of Public Affairs, University of Southern California - Sol Price School of Public Policy, University of Southern California and  Ohio State University (OSU), John Glenn School of Public Affairs
European University Institute, European University Institute - Robert Schuman Centre for Advanced Studies (RSCAS), European University Institute - Robert Schuman Centre for Advanced Studies (RSCAS) and European University Institute
European University Institute, European University Institute - Robert Schuman Centre for Advanced Studies (RSCAS), European University Institute - Robert Schuman Centre for Advanced Studies (RSCAS) and European University Institute
, Utah State University - Huntsman School of Business - School of Accountancy, University of Texas at El Paso and University of Notre Dame - Mendoza College of Business
Arizona State University (ASU) - Marketing Department, , Columbia University - Columbia Business School, Marketing and Columbia University - Columbia Business School, Management
World Bank - Development Research Group (DECRG), Duke-NUS Graduate Medical School Singapore, Erasmus University Rotterdam (EUR) - Institute of Health Policy and Management and World Bank - Health, Nutrition and Population
, Sapienza University of Rome - Department of Social Sciences and Economics, GSSI (Gran Sasso Science Institute) and National Institute of Statistics (Istat)
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - South Russian Institute of Management, Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA), Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - South Russian Institute of Management and Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - South Russian Institute of Management
Harvard University - Harvard Kennedy School (HKS), affiliation not provided to SSRN , Native Nations Institute, University of Arizona and affiliation not provided to SSRN
National Institute of Public Finance and Policy, affiliation not provided to SSRN , Independent Researcher and University of Chicago - Law School
The Ohio State University, Fisher College of Business, Department of Operations and Business Analytics, University of Pittsburgh - Katz Graduate School of Business, Johns Hopkins University - Carey Business School and Indiana University - Kelley School of Business - Department of Operation & Decision Technologies
University of Copenhagen - iCourts - Centre of Excellence for International Courts, University of Copenhagen - iCourts - Centre of Excellence for International Courts, Software, Data, People & Society and University of Copenhagen - iCourts - Centre of Excellence for International Courts
Raiganj University, , Raiganj University and Jawaharlal Nehru University - Centre for Economic Studies and Planning (CESP)
Wageningen University Human Nutrition, Radboud University, Faculty of Science, Mathematics and Computing Science, Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen - Radboud University Medical Center and Radboud University Nijmegen - Donders Institute for Brain, Cognition and Behaviour
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research, Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research, RANEPA and Government of the Russian Federation - Institute for Legislation and Comparative Law
German Institute for Economic Research (DIW Berlin),  University of Erlangen-Nuremberg-Friedrich Alexander Universität Erlangen Nürnberg, Law School, Students, German Institute for Economic Research (DIW Berlin) and Independent
Gachon University - College of Business and Economics, Gachon University, Gachon University - College of Business and Economics and Endicott College of International Studies, Woosong University
Tribhuwana Tunggadewi University, University of Tribhuwana Tunggadewi - University of Tribhuwana Tunggadewi, Students, Independent and University of Tribhuwana Tunggadewi
United Nations - Human Rights Centre, SOMO - Centre for Research on Multinational Corporations,  and affiliation not provided to SSRN
University of Illinois at Urbana-Champaign - College of Agricultural, Consumer and Environmental Sciences, University of Illinois Urbana-Champaign, Independent and University of Arizona
Agricultural Sciences and Natural Resources University of Khuzestan, Agricultural Sciences and Natural Resources University of Khuzestan, Agricultural Sciences and Natural Resources University of Khuzestan and Shiraz University
Mahatma Gandhi University, Nalgonda, , Osmania University (OU) and Indira Gandhi National Tribal University
University of Massachusetts Amherst - Department of Operations and Information Management, University of Massachusetts Amherst - Isenberg School of Management, Kyiv School of Economics and Kyiv School of Economics - Kyiv Economics Institute (KEI)
East China University of Science and Technology - School of Business, aSchool of Business, East China University of Science and Technology, Shanghai, University of York and School of Business, East China University of Science and Technology
Michigan State University, , International Food Policy Research Institute (IFPRI) and World Bank
College of Economics and Management, Kashi University, College of Economics and Management, Kashi University, Kashi University,  The School of Political Science and
Development Innovation Lab, University of Chicago, Office of Evaluation Sciences, University of Michigan at Ann Arbor - Mathematica Policy Research and Monash University
Nnamdi Azikiwe University - Department of Economics, Gregory University Uturu - Department of Economics, Banking and Finance, Evangel University and Chukwuemeka Odumegwu Ojukwu University - Department of Economics
South China Agricultural University, South China Agricultural University, South China Agricultural University and South China Agricultural University - National School of Agricultural Institution and Development
Makerere University, Department of Forestry, Biodiversity, and Tourism, Makerere University, Department of Forestry, Biodiversity, and Tourism, National Crops Resources Research Institute and Makerere University, Department of Forestry, Biodiversity, and Tourism
University of Sousse, ICN Business School, Institute of Sustainable Business and Organizations, Sciences and Humanities Confluence Research Center - UCLY, ESDES, and Teesside University
Symbiosis International (Deemed University), Institute of Management Technology (IMT), Ghaziabad, NIIT University, Rajasthan and Goa Institute of Management
"Kharkiv National Automobile and Highway University, Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies Lviv, Higher Educational Institution ""Podillia State University"" and University of the National Education Commission, Krakow"
Kharkiv National Automobile and Highway University, Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies Lviv, Department of Accounting, Taxation and E-Business Technologies, State Agrarian and Engineering University in Podilia, Kamenets-Podolsky, Ukraine and University of the National Education Commission, Krakow
Universidad de la Republica (UDELAR) Uruguay, Università degli studi di Modena e Reggio Emilia (UNIMORE) - Dipartimento di Economia Marco Biagi di Modena, University of Pisa - Department of Economics and United Nations - Economic Commission for Latin American and the Caribbean (ECLAC)
Agriculture and Forestry University, Policy Research Institute, Kathmandu, Agriculture and Forestry University and Gandaki University
Independent, affiliation not provided to SSRN , International Food Policy Research Institute (IFPRI) and TechnoServe
University of Minnesota - Twin Cities, International Food Policy Research Institute (IFPRI), Professor in the Finance Department and IIEP, Universidad de Buenos Aires-CONICET
Ministry of Agriculture and Land Reclaimation (MALR) - Agricultural Research Center, affiliation not provided to SSRN , affiliation not provided to SSRN and affiliation not provided to SSRN
Istanbul Technical University, University of California, Davis, University of Namur - Centre de Recherche en Economie du Developpement (CRED) and
Aditya Institute of Technology & Management, Department of Mechanical Engineering, Students, Aditya Institute of Technology & Management, affiliation not provided to SSRN and University of Gondar
ETH Zürich, Dept. of Agricultural, Food, and Resource Economics, Michigan State University, Government of the Swiss Confederation - Agroscope Reckenholz-Tänikon Research Station and University of Kiel
Department of Accounting and Finance, Landmark University, Omu-Aran, Nigeria, Department of Accounting and Finance, Landmark University, Omu-Aran, Nigeria, Landmark University, Oma-Aran, Nigeria and Department of Business Studies, Landmark University, Omu-Aran, Nigeria
Ministry of Planning, Niger, Public Policy Assessment Unit of Government Action Assessment, Niger, Ministère Du Plan, De L&rsquoAménagement Du Territoire Et Du Développement Communautaire and African Handling, Niger
Department of Economic and Regional Development, Panteion University of Political and Social Sciences, Bournemouth University,  and Utrecht University - School of Economics
South China University of Technology, , Chinese Academy of Sciences (CAS) - Institute of Policy and Management and Hunan University - Center for Economics, Finance and Management Studies
CMS Business School, JAIN Deemed to be University, Indian Institute of Information Technology (IIIT), Allahabad, Indian Institute of Information Technology, Allahabad and Indian Institute of Information Technology, Allahabad
Institute of Agricultural Economics (IAE), Belgrade, RS Serbia, University of Novi Sad, University of Novi Sad and University of Kragujevac
Renaissance University, Enugu, Federal University Ndufu-Alike, Ikwo, Nnamdi Azikiwe University - Department of Economics and Renaissance University, Enugu
Université Laval, Université Laval, Laval University and Laval University, Faculté des sciences de l'agriculture et de l'alimentation, Department of Agri-Food Economics and Consumer Sciences
University of Reading - Department ofGeography and Environmental Science, Utrecht University, Institute of Geography of the Republic of Kazakhstan and Institute of Geography of the Republic of Kazakhstan
U.S. Department of Agriculture (USDA) - Economic Research Service (ERS), Universidad de la Republica, Uruguay, Departamento de Economía, Universidad de la República and Purdue University - Department of Agricultural Economics
ICAR-RCER, Patna, Motilal Nehru National Institute of Technology (MNNIT), Independent and Independent
University of Saskatchewan, The University of Sydney - School of Economics, Wageningen University and Research Center (WUR), Students and World Agroforestry Centre
University of Bonn - Center for Development Research (ZEF), International Centre of Insect Physiology and Ecology, International Centre of Insect Physiology and Ecology and International Centre of Insect Physiology and Ecology
Kansai University - Faculty of Economics, Osaka International University - Department of Global Business, Nagasaki University and Nagasaki University - Graduate School of Fisheries and Environmental Sciences
Universiti Utara Malaysia - School of Economics, Finance and Banking, affiliation not provided to SSRN , National University of Malaysia (UKM) and
National University of Malaysia (UKM), Universiti Utara Malaysia - School of Economics, Finance and Banking,  and University of Waterloo
Covenant University, Covenant University, University of Ibadan, Students  and Saint Istvan University
University of CEMA, Universidad del CEMA, Universidad Austral and National Institute of Agricultural Technology (INTA) - Estación Experimental Agropecuaria (EEA), Rafaela
Nanjing University, The University of Hong Kong,  and The Chinese University of Hong Kong, Shenzhen
University of Eldoret, , Egerton University and Egerton University
College of Economics and Management, Kashi University, College of Economics and Management, Kashi University, College of Economics and Management, Kashi University and
College of Economics and Management, Kashi University, Kashi University, School of Foreign Languages, Shandong University and
College of Economics and Management, Kashi University, College of Economics and Management, Kashi University, School of Economics, Nankai University and
Kashi university, ksahi University, Kashi University and
Southeast University - School of Economics and Management, The School of Management, Hefei University of Technology,  and University of Washington - Michael G. Foster School of Business
, University of California, San Diego (UCSD), American Enterprise Institute and American Enterprise Institute
Stanford Graduate School of Business, UK Foreign, Commonwealth & Development Office (FCDO), University of California, Berkeley - Department of Economics and Wageningen University and Research (WUR)
Scholar, Mechanical Engineering Department, Pace Institute of Technology and Sciences, Andhra Pradesh, India, Asst. Professor, Principal, Pace Institute of Technology and Sciences, Andhra Pradesh, India. and Professor, Mechanical Engineering Department, Pace Institute of Technology and Sciences, Andhra Pradesh, India.
Pentecost University College, Accra, Yale University, Yale University and Northwestern University
Yale University, Northwestern University, Northwestern University and Pentecost University College, Accra
Fraser Institute, Independent, Independent and Independent
Olabisi Onabanjo University (OOU) - Department of Economics, Olabisi Onabanjo University, Olabisi Onabanjo University (OOU), Faculty of Social Management Sciences, Department of Economics and Olabisi Onabanjo University (OOU) - Department of Economics
University of Michigan at Ann Arbor, School of Education, Students, University of Michigan at Ann Arbor, School of Education, Students, University of Michigan at Ann Arbor, School of Education, Students and University of Michigan at Ann Arbor - School of Education
, ZEW – Leibniz Centre for European Economic Research, University of Mannheim and University of Konstanz
Emory University - Department of Economics, affiliation not provided to SSRN , University of Michigan at Ann Arbor and ApplEcon, LLC
, Technical University of Denmark, Technical University of Denmark and Technical University of Denmark - Energy Economics and Modelling
University of Nottingham, Ningbo - University of Nottingham Ningbo China, University of Nottingham Ningbo China, University of Nottingham, Ningbo - University of Nottingham Ningbo China and School of Economics, University of Nottingham Ningbo China
Texas Tech University, , Texas Tech University and Texas Tech University
affiliation not provided to SSRN , Bank of Italy, University of Brescia - Department of Economics and Management and University of Padua - Department of Economics and Management, DSEA
, University of Texas at Austin, Texas Tech University and The University of Texas at Austin, TX, USA
Renmin University of China, Chinese Academy of Sciences (CAS) - Center for Forecasting Science Academy of Mathematics and Systems Sciences, affiliation not provided to SSRN and Renmin University of China
Indian School of Business, One Health Trust, University of Oxford - Centre for Tropical Medicine and Global Health and The Population Council
China University of Geosciences, Beijing, , China University of Geosciences, Beijing and China University of Geosciences, Beijing
Shandong Jianzhu University, Chinese Academy of Social Science, Shandong Jianzhu University and
Boğaziçi University, Bogazici University - Bogazici University, Students, Bogazici University - Bogazici University, Students and Bogazici University - Bogazici University, Students
, University of Edinburgh, University of Edinburgh - School of Social and Political Science and University of Edinburgh
Acharya N. G. Ranga Agricultural University, Central Agricultural University,Imphal, Central Agricultural University,Imphal and Acharya N. G. Ranga Agricultural University
McKesson Corporation, University of Kansas - Department of Electrical Engineering and Computer Science, Walmart, Inc. and University of Kansas
North- West Institute of Management-branch of  RANEPA, , North- West Institute of Management-branch of  RANEPA and The Russian Presidential Academy of National Economy and Public Administration, North-West Institute of Management
Universiti Teknologi Mara, Universiti Teknologi Mara, Seberang Perai Polytechnic, Penang, Malaysia and Ton Duc Thang University
The University of Hong Kong - Department of Politics and Public Administration, Hong Kong Polytechnic University - Department of Applied Social Sciences, Harbin Institute of Technology (shenzhen) and Hong Kong Polytechnic University - Department of Applied Social Sciences
affiliation not provided to SSRN , University of Catania, Department of Agriculture, Food and Environment and Leibniz Universität Hannover
Shivaji University, Kolhapur, DEPARTMENT OF TECHNOLOGY SHIVAJI UNIVERSITY KOLHAPUR, Dr.D Y Patil University and Shivaji University, Kolhapur
University College London - Department of Chemical Engineering, University College London - Department of Chemical Engineering, University College London - Department of Chemical Engineering and University College London - Department of Chemical Engineering
School of Business and Law, Edith Cowan University, Institute for International Trade, Friedrich-Schiller-Universität Jena - Economics Department and University of Augsburg, Friedrich-Schiller-Universität Jena - School of Economics and Business Administration
Research Institute for Innovation, AME University, AME University, African Methodist Episcopal University and African Methodist Episcopal University
Deltares, Deltares, VU University Amsterdam, VU University Amsterdam and VU University Amsterdam - Institute for Environmental Studies (IVM)
University of Amsterdam - Amsterdam School of Economics (ASE), Georgia State University - Risk Management & Insurance Department, University of California, Irvine and Mendoza College of Business, University of Notre Dame
Paul Scherrer Institute (PSI) - Energy Economics Group, Paul Scherrer Institute (PSI) - Laboratory for Energy Systems Analysis,  and Paul Scherrer Institute (PSI) - Energy Economics Group
IPEA - Instituto de Pesquisa Econômica Aplicada, , IPEA - Instituto de Pesquisa Econômica Aplicada and Centro de Desenvolvimento e Planejamento Regional (Cedeplar)
ISEG Lisbon School of Economics and Management,Universidade de Lisboa, University of Lisbon,  and ISEG, Universidade de Lisboa - ISEG - Universidade de Lisboa
University of Eldoret, University of Nairobi,  and
Indian Institute of Management Ahmedabad, Independent researcher,  and affiliation not provided to SSRN
, University of California Santa Barbara, Macquarie University and Macquarie University - Department of Actuarial Studies and Business Analytics
Federal Institute for Population Research, University of Melbourne - School of Social and Political Sciences, Federal Institute for Population Research and
Florida International University, Steed School of Accounting, University of Oklahoma, Rutgers Business School at Newark and New Brunswick and University of Texas at Dallas - Naveen Jindal School of Management
, Massachusetts Institute of Technology (MIT), Columbia University and University of Pennsylvania - The Wharton School
Central University of Finance and Economics, Central University of Finance and Economics, Central University of Finance and Economics and Central University of Finance and Economics
Indian Institute of Foreign Trade, Asian Development Bank, Commonwealth Secretariat, London and Asian Development Bank
, International University of Japan, International University of Japan and University of Tokyo
Amity Education Group, Amity University - Ahmedabad Campus, Indian Institute of Technology (IIT), Kanpur and Central Gov. University of India, Mizoram
Shah And Anchor Kutchhi Engineering College, Shah And Anchor Kutchhi Engineering College, Shah And Anchor Kutchhi Engineering College and Shah And Anchor Kutchhi Engineering College
The Business School, Royal Melbourne Institute of Technology Vietnam, Thuong Mai University, Thuong Mai University and Thuong Mai University
Links Foundation, affiliation not provided to SSRN ,  and UCL Institute of Finance and Technology
, , University of Göttingen and Research School of International Taxation (RSIT)
Links Foundation, affiliation not provided to SSRN ,  and UCL Institute of Finance and Technology
affiliation not provided to SSRN , Amity University Uttar Pradesh Lucknow, Amity University, Lucknow, Uttar Pradesh and Amity University Uttar Pradesh Lucknow
October University for Modern Sciences and Arts, October University for Modern Sciences and Arts, October University for Modern Sciences and Arts and Ticon Holdings Inc.
October University for Modern Sciences and Arts, October University for Modern Sciences and Arts, October University for Modern Sciences and Arts and Independent
University of British Columbia - Sauder School of Business, Ohio State University (OSU) - Department of Finance,  and Ohio State University (OSU) - Department of Finance
Independent, Independent, Cardiff School of Management, Cardiff Metropolitan University UK and Sakarya University
Georgetown University, Georgetown University, Stanford University and Stanford University
affiliation not provided to SSRN , affiliation not provided to SSRN , The Chinese University of Hong Kong (CUHK) - School of Public Health and Primary Care and The University of Hong Kong
University of the West of England (UWE) - Bristol Business School, , Portsmouth Law School, University of Portsmouth and University of the West of England (UWE)
Royal Melbourne Institute of Technology (RMIT University), George Mason University - Mercatus Center,  and Royal Melbourne Institute of Technology (RMIT University) - School of Economics, Finance and Marketing
ZEW – Leibniz Centre for European Economic Research, ,  and Bard College - Bard College Berlin
Griffith University - Research Center for Work, Organisations and Wellbeing and Department of Employment Relations, Griffith University - School of Humanities, Griffith University and University of New South Wales (UNSW) - School of Organisation and Management
, Universidad Politécnica de Madrid, St. Pölten University of Applied Sciences and Vienna University of Economics and Business Administration - Department of Information Systems and Operations
Royal Melbourne Institute of Technology (RMIT University), Royal Melbourne Institute of Technology (RMIT University), RMIT University and
, ,  and
, Universiteti Haxhi Zeka (Haxhi Zeka University), European University Kallos Tuzla and University of Travnik
Duke University School of Law, University of Montreal Department of Economics, University of Tokyo and Faculty of Economics, Sophia University
University of Malta, University of Turin, Department of Industrial Engineering and Universita di Torino
University of St. Gallen, Northwestern University, Independent and Research Institute for Humanity and Nature (RIHN)
Nirma University, Visvesvaraya National Institute of Technology (VNIT) - Department of Computer Science and Engineering, ASET, Amity University Rajasthan, Jaipur, India and Pandit Deendayal Energy University
